序,代码,名称,最新,涨幅%,DDX,DDY,DDZ,5日DDX,5日DDY,10日DDX,10日DDY,连续,5日内,10日内,特大买入%,特大卖出%,特大单净比%,大单买入%,大单卖出%,大单净比%
3229,002376, 新北洋,7.18,-0.97,-0.054,-0.332,-10.57,-0.208,0.377,-1.636,-2.38,0,2,2,5.88,3.7,2.18,18.39,23.8,-5.41
3230,600098, 广州发展,6.06,-0.82,-0.032,0.017,-10.59,-0.136,0.119,-0.248,0.047,0,1,1,1.91,1.67,0.25,13.49,26.1,-12.62
3231,300817, 双飞集团,26.22,-5.51,-0.744,-2.873,-10.59,-2.706,-5.675,-3.158,3.479,0,3,6,6.8,9.75,-2.96,24.28,24.77,-0.48
3232,688511, 天微电子,15.27,-0.72,-0.167,0.113,-10.59,-0.197,1.117,-0.132,2.851,0,1,3,0,4.29,-4.29,12.37,20.57,-8.2
3233,603520, 司太立,8.32,-1.77,-0.023,-0.646,-10.6,-0.914,-3.419,-0.558,-2.828,0,0,4,0.41,4.59,-4.18,18.03,15.16,2.87
3234,002140, 东华科技,9.15,-2.87,-0.174,0.108,-10.6,-0.107,2.512,0.024,5.492,0,2,4,0,8.05,-8.05,17.5,22.64,-5.13
3235,600637, 东方明珠,8.11,-2.17,-0.069,-0.156,-10.6,0.002,1.332,-0.289,0.912,0,3,4,11.52,12.26,-0.74,19,23.05,-4.05
3236,688456, 有研粉材,35.7,-0.97,-0.065,-0.23,-10.61,-0.262,-2.057,-1.21,-2.277,0,1,2,2.44,4.18,-1.74,25.33,27.75,-2.42
3237,601066, 中信建投,24.72,-0.96,-0.011,-0.007,-10.61,-0.03,-0.087,-0.049,-0.092,0,2,4,16.3,14.38,1.92,17.82,27.44,-9.62
3238,300675, 建科院,15.23,-2.12,-0.091,-0.364,-10.63,-1.38,-4.141,-1.139,-1.711,0,1,3,3.9,8.6,-4.7,25.4,24.39,1.01
3239,300816, 艾可蓝,33.43,-1.71,-0.254,-2.253,-10.63,-4.373,-12.049,-7.622,-13.594,0,1,2,0,0.92,-0.92,16.95,19.37,-2.41
3240,605338, 巴比食品,16.79,-1.76,-0.094,-0.08,-10.65,-0.486,-1.136,-1.001,-1.446,0,0,1,0,1.77,-1.77,9.75,17.23,-7.49
3241,603383, 顶点软件,40.67,-2.17,-0.177,-0.229,-10.66,-0.143,-1.215,-0.817,-4.394,0,2,4,4.61,5.91,-1.31,20.39,26.01,-5.63
3242,688025, 杰普特,53.06,0.04,-0.142,-0.083,-10.66,-0.178,0.285,-0.73,-0.355,0,1,2,11.61,26.47,-14.86,22.19,15.16,7.02
3243,002627, 三峡旅游,4.91,-0.81,-0.1,0.11,-10.66,-0.043,0.463,-0.442,0.611,0,2,2,5.35,0,5.35,3.98,22.79,-18.81
3244,601949, 中国出版,7.1,-2.2,-0.064,-0.01,-10.66,-0.369,-0.488,-0.621,-1.757,0,0,2,2.07,2.34,-0.27,12.84,22.83,-10
3245,600155, 华创云信,7.4,-0.67,-0.068,-0.064,-10.67,-0.116,0.405,-0.883,-0.825,0,1,2,11.31,14.61,-3.3,31.38,33.93,-2.55
3246,300655, 晶瑞电材,9.36,1.63,-0.166,-0.367,-10.7,-0.708,-1.653,-0.857,0.312,0,1,3,3.73,5.25,-1.52,25.89,29.44,-3.56
3247,603008, 喜临门,17.09,-2.23,-0.125,0.05,-10.7,-0.23,0.091,-0.168,1.135,0,2,5,2.91,14.48,-11.57,13.35,13.87,-0.52
3248,300135, 宝利国际,4.3,-0.92,-0.154,-0.225,-10.71,-0.35,-0.89,-1.076,-2.854,0,1,3,0.83,4.55,-3.73,28.27,30.75,-2.48
3249,601600, 中国铝业,7.46,-2.99,-0.122,0.045,-10.72,-0.107,-0.279,-0.648,-1.105,0,1,2,9.41,21.84,-12.43,24.08,26,-1.93
3250,601818, 光大银行,3.74,-0.8,-0.01,-0.012,-10.72,-0.072,-0.044,-0.149,-0.178,0,0,1,23.62,20.62,3.01,20.51,28.8,-8.29
3251,688683, 莱尔科技,18.86,1.67,-0.032,-0.104,-10.73,-0.399,-0.577,-0.626,-0.697,0,1,1,0,0,0,20.46,25.92,-5.46
3252,688432, 有研硅,11.64,0.87,-0.09,-0.129,-10.73,-0.447,-0.399,-0.485,-0.151,0,0,2,0.47,2.68,-2.21,18.39,23.68,-5.29
3253,603276, 恒兴新材,14.29,0.78,-0.125,-0.272,-10.74,-0.082,1.087,-1.321,2.027,0,2,2,0,0,0,11.04,18.64,-7.59
3254,002653, 海思科,31.84,-2.18,-0.131,0.073,-10.76,0.118,0.472,0.032,0.437,0,3,5,1.47,0.96,0.51,12.35,25.33,-12.98
3255,600193, 创兴资源,3.87,-2.03,-0.011,-1.321,-10.77,1.061,-0.973,-0.317,2.049,0,2,3,9.32,5.74,3.58,16.67,20.47,-3.8
3256,000635, 英 力 特,7.64,-0.91,-0.025,-0.222,-10.77,-0.191,0.088,-0.559,-0.895,0,1,2,0,0,0,24.81,27.33,-2.53
3257,300261, 雅本化学,6.79,-0.73,-0.062,-0.172,-10.79,-0.365,0.075,-0.424,-0.687,0,0,2,0.22,5.21,-4.99,20.49,21.21,-0.71
3258,605183, 确成股份,17.27,-0.17,-0.021,-0.089,-10.79,-0.122,-0.22,-0.111,0.028,0,1,3,1.02,0.27,0.75,13.41,19.74,-6.33
3259,300709, 精研科技,46.9,2.85,-0.239,-1.356,-10.79,-0.634,-1.792,-1.015,0.866,0,3,5,9.48,11.19,-1.71,34.73,34.73,0
3260,688251, 井松智能,20.28,-0.49,-0.249,0.053,-10.8,0.641,1.866,-0.441,0.396,0,3,4,2.46,5.75,-3.29,15.06,23.21,-8.14
3261,300872, 天阳科技,18.66,-0.8,-0.091,-0.984,-10.81,0.031,-3.35,-1.628,-7.746,0,2,5,7.67,4.45,3.22,23,27.89,-4.9
3262,300501, 海顺新材,13.44,-0.3,-0.08,-0.259,-10.81,-0.596,-1.969,-1.205,-0.197,0,1,1,0,0,0,8.59,15.87,-7.28
3263,600339, 中油工程,3.32,-1.48,-0.03,-0.042,-10.82,-0.01,0.543,-0.179,0.802,0,3,5,6.96,13.31,-6.34,17.03,17.69,-0.65
3264,301187, 欧圣电气,37.64,-1.77,-0.259,-1.884,-10.82,0.239,-2.054,-1.683,-9.17,0,2,5,0.15,1.28,-1.13,9.08,13.11,-4.03
3265,000707, 双环科技,7.11,-1.11,-0.101,-0.112,-10.82,-0.297,-0.604,-0.496,-0.527,0,2,4,0,0,0,22.65,30.32,-7.68
3266,300189, 神农种业,4.15,-5.9,-0.403,-3.528,-10.82,-4.841,-14.081,-6.09,-9.134,0,3,4,3.55,2.64,0.91,22.08,25.4,-3.31
3267,000731, 四川美丰,7.08,-1.53,-0.12,-0.057,-10.83,-0.545,0.453,-1.031,0.302,0,1,2,0,4.65,-4.65,24.67,28.98,-4.31
3268,000151, 中成股份,13.76,-1.64,-0.216,0.004,-10.85,-0.57,-0.38,-0.775,0.575,0,2,4,6.11,16.37,-10.26,25.46,26.14,-0.68
3269,301315, 威士顿,62.57,-2.46,-0.852,-0.695,-10.87,-2.57,-8.604,-5.511,-13.454,0,2,4,2.06,5.07,-3,25.86,30.65,-4.79
3270,688091, 上海谊众,39.22,-0.68,-0.101,-0.079,-10.87,-0.04,0.234,-0.442,0.135,0,1,2,9.11,18.24,-9.14,20.18,18.74,1.44
3271,300296, 利亚德,7.78,0.39,-0.287,-1.336,-10.87,-0.993,-2.703,-5.583,-11.903,0,1,1,8.72,9.44,-0.72,27.52,29.4,-1.88
3272,301428, 世纪恒通,47.88,-3.45,-0.754,-0.876,-10.89,-3.34,-1.177,-5.132,-7.298,0,0,2,4.84,5.97,-1.13,29,34.13,-5.13
3273,002633, 申科股份,11.34,-1.13,-0.094,-0.362,-10.91,-0.145,0.527,-0.151,0.74,0,1,4,7.39,0,7.39,7.3,20.46,-13.17
3274,001266, 宏英智能,25.2,0.32,-0.182,-1.881,-10.92,0.284,-6.369,-1.486,-23.505,0,3,5,2.61,2.7,-0.09,11.96,15.28,-3.32
3275,603458, 勘设股份,6.7,-1.18,-0.065,-0.433,-10.93,0.055,-1.241,0.524,1.051,0,1,3,0.8,8.64,-7.85,18.14,14.11,4.03
3276,605266, 健之佳,21.07,-0.66,-0.041,-0.387,-10.94,-0.624,-0.655,-0.61,0.854,0,0,3,1.27,4.64,-3.37,14.17,14.27,-0.1
3277,600082, 海泰发展,2.99,-0.33,-0.062,-0.163,-10.94,-0.071,-0.393,-0.419,-1.559,0,1,2,1.51,5.09,-3.58,19.65,21.9,-2.25
3278,300907, 康平科技,22.74,-1.04,-0.098,-0.258,-10.94,0.108,-1.061,-1.094,-1.505,0,3,3,0,0,0,11.8,19.02,-7.22
3279,002628, 成都路桥,4.55,-3.19,-0.215,-1.305,-10.94,1.829,4.506,1.239,0.784,0,3,5,2.1,4.1,-2,21.45,22.8,-1.35
3280,603083, 剑桥科技,43.13,-2.71,-0.391,-0.657,-10.96,-1.753,-3.188,-1.881,-1.348,0,1,4,7.24,10.97,-3.73,26.55,28.32,-1.77
3281,605098, 行动教育,40.05,-2.08,-0.022,-0.224,-10.97,-0.776,0.337,-1.351,-1.39,0,1,1,6.22,5.28,0.95,21.97,24.9,-2.93
3282,002829, 星网宇达,20.95,0.92,-0.504,-1.094,-10.97,-0.237,1.22,-1.668,-1.2,0,2,4,3.69,4.93,-1.25,23.14,27.48,-4.34
3283,002175, 东方智造,5.68,-1.05,-0.206,-1.559,-10.98,-2.712,-9.766,-5.05,-18.248,0,1,3,9.23,8.26,0.97,14.56,18.52,-3.96
3284,688209, 英集芯,19.86,-1,-0.181,-0.213,-10.99,-0.751,-1.5,-0.741,-1.586,0,1,4,3.09,6,-2.91,13.97,19.32,-5.36
3285,688472, 阿特斯,10.4,1.17,0.123,-0.659,-11,-0.012,-1.662,0.133,-0.311,1,2,4,5.82,6.31,-0.5,32.73,27.02,5.72
3286,002532, 天山铝业,8.55,-2.06,-0.023,-0.148,-11.03,-0.304,-0.18,-0.682,-0.918,0,0,0,8.31,12.04,-3.73,17.06,16.57,0.49
3287,300584, 海辰药业,19.96,-1.29,-0.213,0.202,-11.03,-0.637,-1.304,-1.643,-1.967,0,0,1,0.74,4.7,-3.95,9.48,19.11,-9.63
3288,601595, 上海电影,25.7,-3.38,-0.043,-0.554,-11.04,0.355,-1.726,-0.125,-1.884,0,3,4,1.66,3.44,-1.79,20.53,20.91,-0.38
3289,300115, 长盈精密,27.65,-0.11,-0.523,-0.795,-11.04,-2.515,-5.248,-4.106,-8.943,0,1,2,13.24,16.53,-3.29,28.03,29.58,-1.55
3290,300945, 曼卡龙,11.44,-0.35,-0.099,-0.689,-11.05,-1.047,-6.3,-3.396,-11.411,0,2,3,0,1.84,-1.84,16.68,18.9,-2.22
3291,688568, 中科星图,62.74,1.16,-0.073,-0.14,-11.06,-0.028,0.114,-0.856,-1.085,0,2,2,9.55,12.29,-2.74,27,29.14,-2.13
3292,603233, 大参林,15,-2.6,-0.064,0.027,-11.06,0.035,0.181,-0.128,0.423,0,2,2,9.66,13.66,-4,15.47,25.18,-9.7
3293,301585, 蓝宇股份,52.94,-2.32,-1.078,-2.483,-11.08,-4.626,-7.297,-0.71,19.936,0,1,3,2.21,4.18,-1.97,20.31,24.4,-4.09
3294,601163, 三角轮胎,14.92,0.4,-0.025,-0.059,-11.09,-0.019,0.173,0.034,0.625,0,1,5,3.28,5.54,-2.26,10.25,15.27,-5.02
3295,300716, 泉为科技,11.86,-0.59,-0.099,-0.321,-11.09,-0.323,-0.936,-0.762,-2.981,0,2,4,0,0,0,14.96,21.28,-6.32
3296,601728, 中国电信,8.17,-2.27,-0.005,-0.022,-11.09,-0.092,-0.095,-0.16,-0.292,0,1,3,12.97,13.47,-0.5,22.98,25.58,-2.6
3297,603235, 天新药业,25.97,-0.27,-0.03,0.033,-11.1,0.045,0.186,-0.073,0.449,0,2,3,0,0,0,8.32,22.08,-13.76
3298,688682, 霍莱沃,36.88,0,-0.067,-0.104,-11.12,-0.263,-0.076,-0.622,-0.185,0,1,3,0.32,5.32,-4.99,14.68,17.71,-3.02
3299,688420, 美腾科技,24,-0.7,-0.144,-0.168,-11.13,0.048,-0.26,0.291,1.813,0,2,5,0,0,0,15.93,24.38,-8.45
3300,300274, 阳光电源,67.55,-0.76,-0.082,-0.135,-11.13,-0.533,-0.778,-1.026,-1.648,0,0,2,13.54,15.42,-1.88,28.8,31.62,-2.81
3301,002581, 未名医药,9.81,-0.2,-0.109,-0.283,-11.14,-1.956,-1.024,-2.5,-1.821,0,0,1,0,2.17,-2.17,15.75,20.32,-4.57
3302,300005, 探路者,7.39,-1.47,0.217,-0.924,-11.15,0.044,-3.211,-0.744,-4.326,3,3,3,3.92,2.44,1.48,33.62,26.03,7.59
3303,002997, 瑞鹄模具,45.36,-2.49,-0.122,-0.404,-11.16,0.076,-2.129,0.769,-0.322,0,2,6,6.84,5.72,1.12,25.89,30.97,-5.08
3304,600628, 新世界,7.6,-0.78,-0.155,-0.094,-11.17,-0.793,-2.141,-1.594,-6.13,0,0,2,4.51,6.4,-1.89,9.44,17.3,-7.86
3305,603099, 长白山,31.46,-1.26,-0.107,-0.182,-11.17,-0.747,-1.821,-2.67,-6.993,0,1,1,3.6,6.22,-2.62,15.71,20.42,-4.71
3306,300838, 浙江力诺,15.58,-0.45,0.029,-0.639,-11.18,1.449,-1.117,3.313,-1.178,10,5,10,15.04,5.43,9.61,18.53,27,-8.47
3307,300819, 聚杰微纤,14.91,1.43,0.184,-1.424,-11.19,0.517,-0.587,0.288,0.316,3,3,4,12.77,10.18,2.59,18.93,16.81,2.12
3308,300520, 科大国创,27.55,0.51,0.034,-1.621,-11.19,-0.912,-3.99,-3.039,-9.55,1,3,4,11.16,9,2.16,27.48,29.15,-1.68
3309,301238, 瑞泰新材,20.71,-3.4,-0.759,-0.792,-11.19,-1.32,-2.541,1.538,5.422,0,2,4,8.11,11.53,-3.42,24.44,27.96,-3.52
3310,002879, 长缆科技,17.29,-2.26,-0.273,-0.731,-11.19,-2.076,-4.756,-1.493,1.569,0,1,5,0,0.09,-0.09,16.23,22.79,-6.56
3311,600300, 维维股份,3.24,-1.82,-0.118,-0.183,-11.2,-0.562,-2.148,-1.914,-8.492,0,1,1,4.11,9.95,-5.84,23.46,24.11,-0.66
3312,300835, 龙磁科技,43.06,-2,-0.256,-0.697,-11.21,0.822,3.124,-0.418,-2.529,0,2,3,4.49,2.52,1.97,19.66,27.07,-7.4
3313,301216, 万凯新材,11.27,1.17,-0.029,-0.419,-11.21,0.49,0.532,0.675,0.764,0,4,6,4.37,6.3,-1.92,22.54,22.3,0.24
3314,603718, 海利生物,7.14,-0.83,-0.063,-0.001,-11.22,-0.197,-0.08,-0.613,-0.995,0,2,4,1.11,5.51,-4.4,7.73,14.52,-6.78
3315,002971, 和远气体,18.65,0.54,-0.057,-0.431,-11.23,-1.221,-2.272,-1.375,-1.111,0,1,3,0,0,0,13.43,17.83,-4.4
3316,300632, 光莆股份,14.88,-1,-0.393,-0.262,-11.23,-1.831,-1.265,-5.361,-17.599,0,1,2,1.68,6.34,-4.66,17.46,22.03,-4.57
3317,600249, 两面针,5.35,-0.93,-0.134,0.072,-11.25,-0.453,-1.277,0.696,1.591,0,1,5,1.44,3.66,-2.22,14.05,25.05,-11
3318,002265, 建设工业,26.61,-0.78,-0.415,-0.957,-11.25,-1.268,-4.945,-4.394,-15.904,0,2,4,9.88,10.74,-0.85,22.6,26.61,-4.01
3319,603228, 景旺电子,37.67,-0.48,-0.155,-0.253,-11.25,-0.446,-0.643,-0.111,-1.255,0,2,4,5.74,6.72,-0.98,18.98,24.73,-5.75
3320,300414, 中光防雷,8.41,-0.59,-0.089,-0.163,-11.26,-0.238,-1.011,-0.509,-0.774,0,1,1,0,0,0,10.22,18.7,-8.49
3321,002933, 新兴装备,35.09,0.03,-0.016,-0.79,-11.26,0.418,0.193,0.182,-1.743,0,1,4,10.45,8.21,2.24,24.6,27.18,-2.58
3322,002224, 三 力 士,4.52,-0.88,-0.038,-0.599,-11.26,0.123,3.645,-0.124,4.228,0,2,2,2.54,6,-3.46,19.58,17.93,1.64
3323,605058, 澳弘电子,22.6,-0.44,-0.104,-0.336,-11.28,-0.572,-2.804,-1.236,-4.772,0,1,3,0.78,0.46,0.31,14.2,20.9,-6.71
3324,300351, 永贵电器,18.63,-1.22,-0.256,-0.357,-11.29,-0.768,-5.982,-1.444,-3.371,0,1,3,4.92,10.6,-5.68,21.37,22.68,-1.31
3325,600084, 中信尼雅,5.43,-1.81,-0.037,-0.034,-11.3,0.15,1.273,0.121,1.087,0,2,4,1.63,3.43,-1.8,14.04,21.26,-7.21
3326,600210, 紫江企业,6.37,-2.45,-0.191,-0.013,-11.31,-0.19,-0.178,-0.282,1.456,0,3,5,2.48,10.78,-8.3,19.51,22.22,-2.71
3327,002112, 三变科技,17.52,-5.55,-1.127,-1.844,-11.33,-5.379,-6.33,-13.689,-22.793,0,2,3,6.27,8.64,-2.37,22.71,26.58,-3.88
3328,600477, 杭萧钢构,2.94,-0.68,-0.07,-0.505,-11.33,0.783,-2.113,-0.245,-3.38,0,3,4,4.64,11.21,-6.58,22.46,18.6,3.86
3329,300302, 同有科技,17.76,0.23,-0.353,-1.394,-11.36,0.892,-3.037,-0.728,-7.247,0,3,4,8.35,7.41,0.94,22.71,27.25,-4.54
3330,002011, 盾安环境,13.1,0.38,-0.071,-0.206,-11.36,-0.052,-3.091,0.043,-2.477,0,2,6,13.4,13.64,-0.24,18.15,22.34,-4.18
3331,000725, 京东方Ａ,4.55,-0.44,-0.043,-0.047,-11.36,-0.269,-0.55,-0.082,-0.567,0,0,4,31.38,38.2,-6.82,29.37,26.48,2.89
3332,000709, 河钢股份,2.15,-1.38,-0.064,-0.005,-11.36,0.016,0.063,0.012,0.056,0,2,4,11.52,27.41,-15.89,27.96,22.79,5.18
3333,601990, 南京证券,8.49,-0.93,-0.025,-0.04,-11.36,-0.141,-0.76,-0.376,-1.023,0,1,3,3.33,5.94,-2.62,22.55,26.74,-4.19
3334,002188, 中天服务,4.64,-0.43,-0.2,-0.429,-11.37,-0.591,-0.824,-0.903,-3.547,0,0,2,0,0,0,4.73,13.9,-9.17
3335,600803, 新奥股份,19.24,0.16,-0.017,-0.023,-11.37,-0.019,-0.226,-0.117,-0.05,0,1,2,2.76,4.85,-2.08,12.93,19.3,-6.37
3336,603679, 华体科技,13.9,1.09,-0.11,-0.664,-11.38,-0.157,0.255,-0.558,0.794,0,2,4,1.9,2.65,-0.76,16.09,19.65,-3.56
3337,002069, 獐子岛,3.68,-1.34,-0.061,-0.224,-11.39,-0.225,0.159,-0.242,-0.416,0,2,3,4.52,6.57,-2.05,8.92,13.22,-4.3
3338,601000, 唐山港,4.14,-2.36,-0.1,-0.022,-11.39,-0.393,0.521,-0.445,0.63,0,2,4,6.75,21.35,-14.6,25.03,20.49,4.54
3339,000739, 普洛药业,16.58,0.24,-0.034,-0.212,-11.4,-0.473,-1.58,-0.665,-0.934,0,1,1,4.93,2.47,2.46,17.17,23.3,-6.13
3340,300490, 华自科技,9.03,-0.55,-0.374,-0.718,-11.4,-3.749,-5.043,-3.168,-6.395,0,1,2,2.53,6.88,-4.36,19.02,21.46,-2.44
3341,301551, 无线传媒,58.49,-0.65,-0.346,-0.787,-11.42,-1.363,-3.689,-10.584,-26.284,0,1,1,0.04,6.19,-6.15,21.59,21.86,-0.27
3342,603019, 中科曙光,76.47,-1.06,-0.177,-0.249,-11.42,0.063,-0.033,-1.478,-2.65,0,1,2,15.54,17.9,-2.36,28.19,30.82,-2.63
3343,300597, 吉大通信,9.6,-0.52,-0.167,-0.484,-11.42,-0.298,0.326,-1.183,-2.306,0,1,2,0,0,0,13.75,20.69,-6.94
3344,002518, 科士达,28.41,-3.2,-0.281,-0.337,-11.42,-0.422,-1.184,-1.182,-2.3,0,1,3,6.75,10.43,-3.68,22.06,25.42,-3.37
3345,601519, 大智慧,9.16,-0.54,-0.099,-0.185,-11.43,-0.046,-1.114,-1.234,-3.279,0,3,4,9.23,12.28,-3.04,21.06,23.8,-2.75
3346,002594, 比亚迪,375.01,-0.34,-0.043,-0.063,-11.43,-0.362,-0.351,-0.121,-0.102,0,1,5,27.88,29.29,-1.41,23.96,26.56,-2.6
3347,603558, 健盛集团,10.13,-2.69,-0.223,0.31,-11.44,-0.246,0.497,-0.323,1.688,0,1,3,0.64,3.46,-2.82,14.87,34.05,-19.18
3348,600719, 大连热电,6.39,-0.93,-0.11,-0.389,-11.45,-0.974,-1.912,-1.132,-0.94,0,1,4,2.59,6.49,-3.91,13.47,15.62,-2.14
3349,603062, 麦加芯彩,37.9,-0.71,-0.132,-0.042,-11.45,0.204,1.258,-0.003,3.538,0,1,3,3.47,1.97,1.5,3.03,15.52,-12.49
3350,002550, 千红制药,5.35,-1.47,-0.129,-0.273,-11.45,-0.383,1.665,0.177,5.698,0,1,5,3.4,3.52,-0.12,10.57,18.19,-7.62
3351,603112, 华翔股份,12.44,-0.32,-0.026,-0.137,-11.46,-0.181,-0.816,-0.224,-0.002,0,1,3,0.29,2.35,-2.05,3.53,9.09,-5.56
3352,002178, 延华智能,6.87,-2.28,-0.206,-0.507,-11.47,-0.929,-2.531,-0.457,1.855,0,1,4,3.85,3.68,0.17,16.6,23.12,-6.52
3353,301335, 天元宠物,24.39,-0.69,-0.322,-0.225,-11.47,-2.134,2.757,-4.088,6.851,0,2,4,5.1,3.89,1.21,16.52,26.83,-10.32
3354,600397, 安源煤业,5.09,-0.78,-0.11,-0.474,-11.48,-0.375,-0.076,1.645,5.233,0,2,6,4.77,9.35,-4.58,22,21.43,0.57
3355,688788, 科思科技,60.36,-0.23,-0.221,-0.059,-11.5,0.483,1.495,0.853,2.221,0,3,6,4.33,13.32,-8.99,29.58,30.3,-0.71
3356,300035, 中科电气,15.11,0.27,0.129,-1.76,-11.5,0.21,0.904,1.018,3.984,4,4,7,7.46,5.87,1.59,20.18,18.94,1.24
3357,600531, 豫光金铅,6.54,-0.76,-0.138,-0.038,-11.51,-0.418,-0.174,-1.065,-0.052,0,0,0,14.3,18.25,-3.95,17.47,23.38,-5.91
3358,603296, 华勤技术,96.51,-3.58,-0.005,-0.459,-11.52,-0.154,-0.802,0.156,0.216,0,2,5,12.39,14.66,-2.26,22.99,20.91,2.07
3359,300625, 三雄极光,11.71,-0.09,-0.034,-0.374,-11.53,-0.445,-1.49,-0.542,-1.135,0,1,4,0,0,0,10.86,14.98,-4.12
3360,603809, 豪能股份,17.88,-2.3,-0.68,-0.228,-11.55,-0.061,-1.754,-1.962,-5.376,0,2,3,12.85,19.16,-6.31,21.89,24.81,-2.92
3361,000595, 宝塔实业,6.65,-2.49,-0.12,-0.395,-11.56,-0.567,-1.586,1.48,2.754,0,1,5,4.89,4.87,0.02,14.47,20.29,-5.83
3362,000998, 隆平高科,10.89,-3.71,-0.259,-0.276,-11.57,-1,-1.384,-1.194,-1.427,0,3,5,6.5,7.4,-0.9,19.72,26.61,-6.88
3363,002543, 万和电气,11.38,-1.13,-0.056,-0.103,-11.58,-0.165,0.616,-1.101,-1.95,0,1,1,1.88,6.08,-4.19,6.98,11.65,-4.68
3364,603600, 永艺股份,11.62,-1.11,-0.072,-0.205,-11.58,-0.692,-2.035,-1.466,-2.52,0,1,2,0.79,1.81,-1.02,6.8,14,-7.2
3365,002401, 中远海科,17.68,-5.4,-1.032,-0.31,-11.59,1.753,2.977,1.552,1.257,0,3,4,8.01,19.52,-11.5,25.46,23.64,1.82
3366,000698, 沈阳化工,3.27,-0.91,-0.114,0.072,-11.59,-0.085,1.973,-0.381,0.777,0,1,1,0,0,0,10.07,23.25,-13.19
3367,002127, 南极电商,4.39,1.15,0.128,-1.013,-11.59,-0.83,-3.039,-1.565,-6.877,1,2,4,8.13,4.59,3.54,22.28,20.55,1.73
3368,688330, 宏力达,27.95,0.72,-0.063,-0.037,-11.6,0.139,0.183,0,0.362,0,3,5,0,0.94,-0.94,8.71,18.28,-9.57
3369,601279, 英利汽车,3.76,0.53,-0.06,-0.107,-11.6,0.001,0.329,-0.074,1.125,0,2,3,0.52,6.11,-5.59,10.49,13.6,-3.1
3370,600095, 湘财股份,6.86,-0.87,-0.025,-0.054,-11.62,0.183,-0.13,-0.138,-0.93,0,2,2,2.41,9.71,-7.3,24.04,22.75,1.29
3371,000960, 锡业股份,14.4,-1.44,-0.094,-0.025,-11.63,-0.24,0.475,-0.626,1.065,0,1,3,9.16,14.36,-5.21,25.53,30.17,-4.64
3372,600354, 敦煌种业,5.85,-4.57,-0.621,-0.635,-11.63,-2.656,1.621,-4.075,4.124,0,1,2,4.19,7.64,-3.44,17.05,22.04,-4.98
3373,688418, 震有科技,33.49,0.21,-0.193,-0.254,-11.64,0.796,1.938,0.279,1.971,0,3,5,9.95,13.55,-3.6,32.2,34.07,-1.87
3374,002989, 中天精装,25.64,5.95,0.088,-0.848,-11.64,-0.239,-1.466,-0.505,-0.721,1,2,5,7.67,7.57,0.1,31.94,29.93,2.01
3375,688275, 万润新能,47.17,-0.69,-0.093,-0.175,-11.66,-0.413,-0.664,-0.84,-0.396,0,2,4,0.04,1.99,-1.95,9.84,16.67,-6.82
3376,601068, 中铝国际,4.4,-0.45,-0.031,-0.15,-11.66,0.113,0.578,0.08,0.652,0,3,4,3.69,11.81,-8.12,20.7,16.58,4.12
3377,688235, 百济神州-U,221.1,0.61,-0.177,-0.111,-11.68,0.019,0.213,0.594,1.086,0,3,6,15.27,13.83,1.44,26.01,35.14,-9.13
3378,301118, 恒光股份,18.72,-0.79,-0.097,-0.284,-11.68,-0.362,-1.919,-0.002,-0.853,0,1,2,0,0,0,9.74,17.57,-7.83
3379,002488, 金固股份,11.56,-2.61,-0.136,-0.131,-11.69,0.529,0.669,-0.022,-0.079,0,4,5,5.65,10.68,-5.03,30.36,32.4,-2.04
3380,605305, 中际联合,27.13,0.04,-0.102,-0.22,-11.69,0.192,1.403,0.29,2.369,0,3,7,0.36,2.99,-2.63,18.54,23.03,-4.49
3381,688362, 甬矽电子,35.04,-1.46,-0.287,-0.584,-11.7,-1.038,-3.138,0.223,-0.751,0,1,3,12.86,14.17,-1.31,23.5,27.14,-3.64
3382,688768, 容知日新,47,-1.26,-0.124,-0.085,-11.7,0.324,0.338,0.63,0.616,0,2,5,0,4.1,-4.1,15.84,21.56,-5.72
3383,688177, 百奥泰,20.83,1.66,-0.016,-0.109,-11.7,-0.005,-0.166,-0.004,-0.233,0,1,4,2.29,4.77,-2.48,14.7,16.49,-1.79
3384,300258, 精锻科技,13.1,0.46,-0.386,-0.914,-11.7,-1.473,-5.997,0.215,-2.945,0,1,4,12.55,17.9,-5.35,26.46,25.02,1.44
3385,002925, 盈趣科技,16.14,-0.19,-0.025,-0.3,-11.71,-0.259,-1.409,-0.767,-2.191,0,1,2,3.93,3.86,0.07,17.54,20.05,-2.5
3386,301225, 恒勃股份,29.02,1.36,-0.34,-0.144,-11.72,-0.081,-0.028,-0.33,0.868,0,2,4,0,0,0,6.91,17.99,-11.08
3387,002171, 楚江新材,8.81,-0.34,-0.073,-0.184,-11.73,-0.031,-0.693,-0.781,-1.736,0,3,4,1.51,5.92,-4.41,13.95,16.78,-2.83
3388,301085, 亚康股份,85.4,-4.31,-0.985,-0.578,-11.74,-1.495,-0.508,-4.035,-5.605,0,2,3,7.8,15.59,-7.79,30.72,30.95,-0.23
3389,688653, 康希通信,14.5,0.49,-0.024,-0.528,-11.74,0.444,-2.621,-1.886,-8.57,0,3,3,10.57,7.31,3.26,22.47,26.55,-4.08
3390,301487, 盟固利,22.32,0.54,-0.002,-1.234,-11.75,-0.72,-1.175,0.716,6.602,0,1,4,6.48,3.34,3.15,23.01,26.15,-3.14
